actorid,movieid,role
10338,329098,Wilson (general store owner)
10338,329395,Sen. Winston
10338,355831,Señor Espejo
10338,379301,Insp. Richard Queen
10338,379302,Insp. Richard Queen
10338,382259,J.C. Dithers
10339,51770,Dan Carter
10339,118052,Jim Walling
10339,195935,
10339,339869,Servant
10340,380050,Himself
10341,271882,Draftee
10342,522,Secret Agent
10342,1370,Capt. von Hindburg
10342,6154,Arthur Donnithome
10342,10394,Lt. Denis Allen
10342,13387,Dorrington
10342,17591,Nigel Ennison
10342,20883,Arsene Lupin
10342,25574,Wilderspin
10342,45085,Cherry Ricardo
10342,47890,Lt. Lancelot Pleydell
10342,68892,Bob Armstrong
10342,83119,
10342,101386,
10342,117607,John Redstone
10342,117983,Will Martindale
10342,123286,Dennis Laurenny
10342,123393,Hon. Paul Walmsley
10342,130055,Gentleman Jeff
10342,133898,Jack Leroy
10342,142299,Hinson
10342,153631,Aubrey Viveash
10342,162459,Victor Standish
10342,168521,Ezra Blott
10342,177575,Montrose
10342,177585,
10342,177589,Edward Farley
10342,190499,
10342,192151,
10342,195664,Orlando
10342,196494,Bothwell
10342,201169,
10342,203291,
10342,207229,Fencing Master
10342,208969,Harry Masterman
10342,213043,Julian Chandler
10342,215802,Capt. Harry Wyndham
10342,220990,A.J. Raffles
10342,221260,Vincent Dampier
10342,228496,John Ingledew
10342,241041,
10342,250388,Prince Maletta
10342,251769,Augustus Joyce
10342,261428,Richard Staire
10342,264175,Harvey Royle
10342,264482,Rupert of Hentzau
10342,270940,Walter Bowman
10342,274246,Hugh Scarlett
10342,282619,Marques de Beaumont
10342,283636,Rupert
10342,298010,Hastings
10342,298172,Paul Meredith
10342,300473,
10342,308936,
10342,319114,Dr. Purnell
10342,324609,Clem Fordrough
10342,341863,Gordon Chorley
10342,346071,
10342,362888,
10342,364527,
10342,365289,Bevan Hutchinson
10342,367654,Raymond Straithmore
10342,372041,The Man
10343,2634,Singing Waiter
10343,11261,Harry
10343,14157,DEA Agent A
10343,254779,Dale Clifton
10343,270349,Dr. Greenwood
10343,279313,Shooter #1
10343,296681,Sheriff Mitch Walker
10343,296785,Cop #3
10343,313420,Transporter Chief
10343,323228,Phil Daley
10343,330757,Flagg
10343,345752,Additional Voices
10343,410582,Lt. Tom Philby (Barracuda)
10344,34977,Jackie
10344,53975,Convict Mug
10344,301991,Barker
10345,37272,Angel Panzer
10345,59825,The Killer
10345,73392,Slater
10345,76964,Cab Driver
10345,79351,Romero (nightclub owner) [Chs
10345,117646,Galeazzo
10345,140837,Clerk
10345,146752,Specialty Act
10345,149635,Rocket Man
10345,177988,Major Domo
10345,194831,Overlord
10345,195539,Taxi Driver
10345,197020,Rico Di Angelo
10345,233899,
10345,277899,Thug
10345,279135,Logger
10345,280465,News dealer
10345,298122,Bit Part
10345,304876,Gus
10345,305472,Bellhop
10345,321566,Piano Mover
10345,329481,Doorman
10345,329538,Truck Driver
10345,329592,Himself - Specialty
10345,333155,Strudel
10345,335614,Fat man
10345,335725,Cab Driver
10345,342128,Manu
10345,363731,The Barker
10345,367545,Carnival Barker
10346,380050,Himself
10347,388011,Pig Chaser
10348,34937,Taft Football Player #35
10348,128470,Jonathan
10348,135569,Cabbie
10348,363953,Restaurant Customer
10350,16127,Writer
10350,18549,Reynolds
10350,42913,Circus Character
10350,43551,Darrell
10350,53516,Mountie Sergeant
10350,127417,Geddy Gaddis
10350,148426,Gas Station Attendant
10350,157734,D.J
10350,158609,Janitor
10350,164635,Additional Slimer
10350,193268,School Bus Driver
10350,199759,Donut Manager
10350,214455,Marcus Paloma
10350,274346,Miles
10350,335579,Carl
10350,346224,Golfer
10350,393173,Dave Powers
10351,2565,Vincent
10351,5166,President Rufus Daggett
10351,10561,Matt Enley
10351,10980,John Thurman
10351,13377,"Everett Nordill, aka Everton"
10351,13581,Maj. C.E. Breverly
10351,16007,Commander (Admiral's Aide)
10351,16669,Fred Barrett
10351,18552,Dr. Palmer
10351,31277,The Chaplain
10351,32818,
10351,34953,William Callahan
10351,35479,
10351,37104,Carl Bellcap
10351,40176,County Prosceutor Ballinger
10351,42023,Ex-Chauffeur
10351,47889,Narrator
10351,50919,Father Winfield
10351,52649,Murdock
10351,53958,Jack Logan
10351,57032,Mr. Graham
10351,59618,Buzz Moran
10351,64359,Maj. Philip Waring
10351,65417,"Ben Jones, Forest Commissione"
10351,66643,Chick' Foster
10351,67864,Baroni
10351,71562,Beauchamp
10351,73168,William Wheeler
10351,73475,Sam Proctor
10351,73726,Cliff
10351,78187,Phil
10351,79290,Lucien T. Pringle
10351,81129,Carl Goering
10351,85653,Earl
10351,96852,Pat O'Day
10351,99396,John Stack
10351,108435,Judd Brooks
10351,117744,Louie Strauss
10351,120639,Samuel Eaton
10351,121350,Carter
10351,126561,Don Clayton
10351,133722,K.F. Studio Exec
10351,137971,Gen. Sam Pembroke
10351,138909,Samuel H. Stover Sr.
10351,142662,
10351,154758,Jackson
10351,154912,Marshall
10351,160943,Monte Silvers
10351,162377,Robert Stewart
10351,162836,Marty Butler
10351,163414,Secret Service man
10351,165102,Pop
10351,171313,Manduke the Magnificent
10351,183710,Derris Kingsby
10351,187467,Smythe
10351,188332,Chet Stuart
10351,192410,Rev. March
10351,203279,John Hoskins
10351,203495,Yosef Novak
10351,206531,Sheriff Judd Cronin
10351,209125,
10351,209605,Mr. Alonzo Smith
10351,211635,Lawrence Rupert
10351,215253,Judge Holmsby aka Lex Fortas
10351,218178,Judge Holmsby
10351,221027,Commissioner Madero
10351,222637,Rodney Hunter
10351,222814,"Pierre Dupin, Medical Student"
10351,223389,McMurtrie
10351,224611,Paul Brissac
10351,233615,Dr. Edward Cavanaugh
10351,233659,Col. R.G. Elliott
10351,236096,Max
10351,240410,Clews
10351,240440,Cmdr. Harrison
10351,240569,Banker George 'Father' Winfie
10351,246255,Adjutant
10351,247376,Lt. Phillip Waring
10351,248316,Pilot with Alabama
10351,251867,Barney Alvorg
10351,254330,Mr. Harrington
10351,261558,Kyle Sackett
10351,269779,Hood
10351,273781,Ralph Watson
10351,276178,Lester Vaughn
10351,278854,Hinge Jackson
10351,284926,Lt. Col. Eckert
10351,289718,Capt. A.C. Forster
10351,291299,Himself
10351,292821,Joe Largo
10351,298590,"Daniel Furman, Theatrical Pro"
10351,299177,Capt. John Holden
10351,300124,Frank Harlin
10351,301954,Yates' Secretary
10351,304065,Dr. Philip Abbott
10351,306603,Special Investigator Stanton
10351,308352,President Rufus Daggett
10351,308603,Claude Joseph Rouget de Lisle
10351,308656,Mitchell 'Mitch' Talbin
10351,312156,Frank Denton
10351,313959,First Trial Prosecutor
10351,315790,Tommy
10351,316083,Joe Gurney
10351,316302,Frank Walker
10351,317980,"Barney Davis, Wilton's Junior"
10351,318246,Louis Napoleon
10351,328839,Henry Abhart
10351,329587,Al Williams
10351,330231,Maj. James Morton
10351,330384,Edgar Draque
10351,330602,
10351,330634,Lt. Cmdr. Stephen Jurika
10351,332002,Recruiting officer
10351,333162,
10351,334874,
10351,336000,Secretary of the Navy Frank K
10351,346238,Amor\Willis Farnes
10351,348546,Max Silver
10351,351438,Gordon Dunning
10351,358643,Frank Gatty
10351,359868,Grantland D. Farns
10351,360834,Henry Burton
10351,371887,Mr. Candle
10351,388498,Stanley Banks
10351,395576,Clarence Day Sr. (1953-55)
10351,397926,Gordon Kirkwood (1963-1965)
10352,108980,
10353,79900,Dan
10353,330689,Nate Forster
10353,332117,Capt. Andy Anderson
10353,364625,Eddie
10354,307415,Young medical officer
10355,332385,Street Preacher
10356,117162,Awards Conductor at Awards TV
10356,344151,Piano Player
10357,6136,Lord Andrew Gordon
10357,123341,Mr. B
10357,309559,Critic
10358,32910,James Duneen
10358,40019,Darcy
10358,69337,
10358,73954,John Knight
10358,91601,David Harvey
10358,147511,Johnny Case
10358,183830,Buck
10358,199747,Morton
10358,205676,Soapy
10358,214068,Tommy Rock
10358,233304,Bert Wills
10358,235411,Charlie Jones
10358,273703,Bill Truesdale
10358,277641,Joe Warren
10358,277649,Noel Nevins
10358,305042,Himself
10358,305471,Donald Gibson
10358,331351,Frank Bennett
10358,331682,Philip 'Phil' Wilson
10358,335318,Gail Redman
10358,356281,Bobby Doyle
10358,359277,Lt. Robin 'Robbie' Neil
10358,360725,Hayes Hallan
10358,362451,William Holliday Jr.
10358,366939,"John Orme, M.P."
10359,375044,One of Four Men in Masks
10360,326445,
10361,77017,Arm Wrestler #1
10362,117101,Gangster
10363,7944,Ellis (age 12)
10363,76554,
10363,117271,Older Jody
10363,386648,David Larson
10363,411672,David Sisk
10363,411673,David Sisk
10364,380050,Himself
10366,210090,
10367,30758,Luc Levasseur
10367,332188,
10368,134327,Himself (schoolteacher)
10369,334780,Tennis Player
10370,53635,
10371,3331,Presenter
10371,3332,Presenter
10371,14321,Presenter
10371,14322,Presenter
10371,14323,Presenter
10371,14324,Presenter
10371,55941,
10371,103394,
10371,270075,
10371,378843,Colaborador (1977-1981)
10371,378847,Host
10371,384707,Host
10371,387820,Host
10371,397934,Host (1993)
10371,401069,Host
10371,410277,Host
10371,410322,Host
10372,74608,Miguel
10372,384972,Ramon
10376,301693,Minister
10377,104814,
10378,2964,Security Guard
10378,32098,Off duty soldier
10378,79283,Newscaster
10378,155981,Co-ordinator
10378,214909,Reporter
10378,223773,Undercover Homeless Man
10378,290936,Man in Suit
10378,316191,TV Host
10378,381422,Agro ship captain
10378,395819,Doctor
10378,408458,Danny Illuawa
10379,233976,Locutor Manifestación
10380,394869,Co-Anchor
10381,242682,
10382,322233,
10382,334673,David
10383,123155,
10383,193307,
10384,14091,Abuelito
10385,215034,(himself)
10386,145457,
10386,366243,
10387,126355,Ikchee
10388,258983,Un musicien
10389,268958,
10390,358547,Vried Karim
10391,26279,Hamid
10391,42860,Mo
10391,167321,Rashid
10391,199987,
10391,226292,
10391,299990,Sam
10391,299991,Sam
10391,358547,Karim
10391,398923,Nasr
10392,237064,2. falckredder
10393,91973,Terroriste
10394,33804,Louvre tour guide 1
10394,84635,L'interne
10394,101233,Buloz Employee
10394,248055,Angry guy
10394,290440,Un flic
10395,327592,Corner Store Clerk
10396,88376,Minh Kiet Senior
10397,4680,Cashier
10398,28528,L'employé du sex-shop
10398,360841,
10399,396079,Jonathan Friedman (Series 1-2
10400,127657,Hambal
10401,257002,
10402,20861,Pompiste 1
10402,167217,Traube
10402,168895,Arthur
10402,212148,Louis Fouly
10402,231577,Spitz
10402,345298,Washing machine repairman #2
10403,158998,Son
10403,340775,Johnny Ryan
10403,346315,Young Larry
10404,13993,Teenage Lenny
10404,340775,Young Nicky Tomatoes
10405,56503,
10406,112233,
10407,266165,Comisario
10407,270882,Alvaro
10408,213955,
10408,355009,Gillette
10409,312521,
10410,13993,Scared Passenger
10410,240029,Postman
10411,157303,Greg
10412,105890,Dream boy #2
10413,337281,Wurtz's Friend
10414,229739,Il Lupo
10416,25805,Recitador
10416,54184,
10416,63856,Jeune homme
10416,94312,L'oncle de Martine
10416,296749,Dimitri
10417,263709,A friend
10418,68849,Andy
10418,245337,Harley
10419,3163,Casting Director
10419,6773,Homeless Man killed by Bravo
10419,31872,Photographer
10419,37409,M.C.
10419,40461,Thief
10419,55094,Chop Shop Owner
10419,73826,Willie
10419,121509,Bob
10419,140469,Customer #1
10419,145638,Robert Amico
10419,148432,Vince D'Amici
10419,149287,Pirate
10419,151781,Frank Thompson
10419,190095,Tony
10419,210960,Flunky
10419,223762,Chico
10419,241369,The Drug Dealer
10419,254846,Uncle Tony
10419,261247,Lancelot
10419,305386,Police Lt. Callaway
10419,389858,Dockworker (1992)
10421,49396,Hitman's Brother
10423,127019,
10424,330097,
10425,14225,Niall
10426,16076,Police Inspector
10426,21626,Dubois
10426,25242,
10426,33571,Le Berger
10426,41181,Police officer
10426,46933,Nez Cassé
10426,58699,
10426,58807,Slim
10426,68830,Macias
10426,94243,Lacombe
10426,112807,
10426,115335,Francis
10426,133170,Roger Amy
10426,144681,Sufi Sheikh
10426,150082,Beauregard
10426,156317,The incredulous policeman
10426,160541,Medhi
10426,168083,Commissaire Falco
10426,184204,Haj Moussa
10426,238011,Girolamo
10426,245963,Le Prince Douzami
10426,261714,Mate
10426,266417,Le commissaire
10426,267227,Raymond
10426,281334,Man at Exchange
10426,281918,Kirkbane
10426,283186,Dr. Ahmar
10426,305555,Smoc
10426,307473,Mokzar
10426,307485,
10426,309116,Kassem/'Martinez'
10426,312138,"Beirut: Dr. Ahmed, the sheik'"
10426,340163,José
10426,346572,Amidou
10426,347131,Le Kabyle
10426,348027,Det. Brahms
10426,349938,Abdul
10426,353522,Andre
10426,353946,François Toledo
10426,354635,Amin Sanchez
10426,355975,
10426,357175,Bill
10426,383649,Abou
10426,385490,Rocardo Pozzoni
10426,405528,Saïd Ben Amar
10427,40259,Diamanati
10428,101705,
10428,261426,Detective
10428,262515,Vinnie Seline
10428,270916,
10428,277094,Red Ninja Leader
10429,270631,Himself
10430,12244,Neighbor #1
10430,159946,Detective
10431,78795,Weaver (movement only)
10431,368425,Himself
10432,65857,Himself
10433,384201,
10434,23799,Le lieutenant de police
10434,336854,
10434,384290,Le bruiteur
10435,71952,
10436,412170,Himself - Finalist #2
10437,334153,Go-Go Dancer
10438,216747,
10438,398436,Presenter
10439,327727,"(segment Lifeline"")"""
10440,177659,Willie Hoto
10441,354936,Boy (Cremona)
10442,279275,
10443,12535,
10443,67218,
10443,82342,
10443,88975,
10443,102401,
10443,103789,
10443,189377,
10443,211043,
10443,236010,
10443,236031,
10443,299919,
10443,340689,Emiliano
10443,347502,
10443,357533,
10443,377894,
10444,71158,
10444,236031,
10444,357871,
10444,376717,
10445,25690,1st Post Office Clerk
10446,251607,
10447,235840,
10448,2742,Coach driver
10448,155085,Antonio
10448,294414,Ivano
10448,385284,
10449,15901,
10449,268448,
10449,284259,Membre du Groupe de la Fatigu
10450,336828,Le premier neveu
10451,73477,Medico
10452,3439,
10452,212484,
10452,382139,Host
10452,402451,
10453,81557,Thugs
10453,183036,Ségur
10454,99500,
10455,101398,
10456,35586,"Amin, Amule"
10457,334382,
10458,179779,Takato
10459,3720,Himself
10459,155656,Himself
10459,390609,Himself (Episode: The Entebbe
10460,138304,Hang Tuah
10460,247169,
10460,260060,
10460,318618,
10461,89431,
10461,109312,
10461,247615,
10461,289279,
10461,352855,
10461,396610,Tito (1998)
10462,277167,Himself
10463,365458,BaAka Villager
10464,50186,The Wife
10465,132174,Jimmy
10465,207151,Ivan
10466,313195,Singer
10466,406380,"Himself (9° eliminated, 56 da"
10467,167897,
10467,323064,
10467,323066,
10468,23802,Valorin
10468,55009,
10468,60100,Igua/Le gros con #3
10468,61424,L'avocat
10468,74337,
10468,94249,Gros minet
10468,166274,
10468,202766,Récitant/Narrator (French ver
10468,260433,Priest
10468,260915,
10468,275944,
10468,285506,Ahmed
10468,293490,Récitant/Narrator (French ver
10468,307489,Commissaire Leduc/insp. Leduc
10468,322349,Le visiteur
10468,325170,Shame (French version)
10468,336918,
10468,341508,
10468,353915,Brasilian
10468,376968,Pépito
10468,377268,
10468,384746,
10468,386571,Phil
10561,316801,
10561,355634,Alessandro
10562,14261,Cavalier Gervasutti
10562,14392,
10562,16867,Prof. Dorati
10562,17208,Il regista
10562,18372,
10562,25325,
10562,26694,
10562,51445,
10562,53830,
10562,54809,Mario
10562,68780,O' Dimonio
10562,106257,Dusty
10562,127887,Walter
10562,157548,Tazzulani
10562,183481,
10562,219576,Ispettore di polizia
10562,240136,Maresciallo dei Carabinieri
10562,240264,
10562,240277,Squarotti
10562,242832,Lo Sciù-Scià
10562,247379,
10562,255124,
10562,255471,Chef inspector
10562,265441,
10562,265446,
10562,266119,
10562,268986,
10562,279244,Giovanni
10562,291647,Amico di Ferdinando
10562,310645,
10562,316801,Dario
10562,328358,Il Podestà
10562,340007,Stefano
10562,348142,Pino - the landlord
10562,348198,Avv. Antonio Coppola
10562,375235,Jean Pierre
10562,383492,
10562,386693,
10562,397920,
10562,400101,
10562,402098,Benito (1999)
10562,405814,Avvocato
10562,406295,
10562,408797,
10563,2487,Male part of couple
10564,366268,Sheriff
10564,402202,
10565,64676,Fotograaf
10565,342085,Wanderer
10566,121487,Doc Haymes
10566,135586,Judge Schaflin
10566,167001,Coach Robertson
10566,193207,Donaldson
10566,205411,Reporter #1
10566,247415,Boat Captain
10566,273979,Rogers
10566,304341,Jack Hamilton
10566,325218,Mr. Stoddard
10567,389619,Netbeat
10568,6170,Stefan
10568,189549,Thomas
10569,63341,Himself
10569,268549,Himself
10569,333428,Himself
10570,168076,
10571,205294,
10572,13201,
10572,14376,
10572,26693,
10572,44710,
10572,67516,Commissario Ammirata
10572,127376,
10572,157929,
10572,158764,L'usciere del commissariato
10572,158772,Agente
10572,204601,
10572,259721,
10572,263936,
10572,279113,
10572,295044,
10572,309112,Iranian ambassador
10572,310391,
10572,348139,Sergeant
10572,352290,
10572,355649,
10572,406294,Padre Massimo
10573,81070,Spinoza
10573,106620,Waiter
10574,113989,Louis
10574,292302,Buckwheat
10575,338614,Messenger
10575,353886,
10576,22845,
10576,35121,Johnny
10576,143219,Kriminalassistent
10576,146999,Jacob
10576,217785,
10577,27160,Little
10578,270604,Himself - Formand Radikal Ung
10578,396582,Himself (2002)
10579,205772,André
10580,106016,Doc Benson
10580,241538,
10580,276801,Prof Primkutt
10580,299897,Elderly Man
10580,399136,Ben
10581,33773,Luke
10582,337998,Trancer Guard #5
10583,358846,Atezas bodyguard
10584,240521,Piz Gloria Guard
10585,47079,Himself
10585,300144,Himself
10586,43897,Himself
10586,329553,
10587,139778,Jimmy James
